version,w,s,i,time (ms)
txact,14,30,23,1367.658
txact,14,30,24,1374.688
txact,14,30,25,1340.951
txact,14,30,31,1304.647
txact,14,30,32,1406.966
txact,14,30,33,1341.534
txact,14,30,34,1310.409
txact,14,30,35,1282.675
txact,14,32,11,1340.879
txact,14,32,12,1371.881
txact,14,32,13,1290.400
txact,14,32,14,1321.248
txact,14,32,15,1269.739
txact,14,32,21,1326.818
txact,14,32,22,1333.404
txact,14,32,23,1289.122
txact,14,32,24,1377.853
txact,14,32,25,1334.547
txact,14,32,31,1311.117
txact,14,32,32,1355.745
txact,14,32,33,1372.632
txact,14,32,34,1333.286
txact,14,32,35,1295.662
txact,14,34,11,1363.399
txact,14,34,12,1304.768
txact,14,34,13,1360.250
txact,14,34,14,1367.783
txact,14,34,15,1344.555
txact,14,34,21,1295.061
txact,14,34,22,1303.115
txact,14,34,23,1330.230
txact,14,34,24,1362.846
txact,14,34,25,1296.022
txact,14,34,31,1317.849
txact,14,34,32,1320.839
txact,14,34,33,1347.451
txact,14,34,34,1385.094
txact,14,34,35,1321.892
txact,14,36,11,1289.282
txact,14,36,12,1301.495
txact,14,36,13,1351.725
txact,14,36,14,1299.435
txact,14,36,15,1359.790
txact,14,36,21,1311.170
txact,14,36,22,1315.767
txact,14,36,23,1351.423
txact,14,36,24,1337.798
txact,14,36,25,1343.792
txact,14,36,31,1322.823
txact,14,36,32,1323.930
txact,14,36,33,1331.598
txact,14,36,34,1381.852
txact,14,36,35,1376.506
txact,14,38,11,1409.091
txact,14,38,12,1330.105
txact,14,38,13,1340.344
txact,14,38,14,1324.292
txact,14,38,15,1338.596
txact,14,38,21,1359.565
txact,14,38,22,1296.211
txact,14,38,23,1296.105
txact,14,38,24,1297.962
txact,14,38,25,1383.656
txact,14,38,31,1323.216
txact,14,38,32,1295.800
txact,14,38,33,1346.176
txact,14,38,34,1267.523
txact,14,38,35,1326.007
txact,14,4,11,1073.060
txact,14,4,12,1183.702
txact,14,4,13,1081.357
txact,14,4,14,1144.336
txact,14,4,15,1067.269
txact,14,4,21,1145.704
txact,14,4,22,1174.007
txact,14,4,23,1131.800
txact,14,4,24,1180.710
txact,14,4,25,1134.828
txact,14,4,31,1240.494
txact,14,4,32,1112.886
txact,14,4,33,1278.666
txact,14,4,34,1118.177
txact,14,4,35,1215.587
txact,14,40,11,1354.414
txact,14,40,12,1288.709
txact,14,40,13,1367.562
txact,14,40,14,1362.949
txact,14,40,15,1376.710
txact,14,40,21,1335.005
txact,14,40,22,1318.471
txact,14,40,23,1348.727
txact,14,40,24,1348.010
txact,14,40,25,1369.959
txact,14,40,31,1346.519
txact,14,40,32,1401.175
txact,14,40,33,1437.335
txact,14,40,34,1368.491
txact,14,40,35,1401.394
txact,14,42,11,1360.114
txact,14,42,12,1405.450
txact,14,42,13,1365.355
txact,14,42,14,1350.243
txact,14,42,15,1371.313
txact,14,42,21,1335.769
txact,14,42,22,1378.260
txact,14,42,23,1377.475
txact,14,42,24,1342.021
txact,14,42,25,1320.271
txact,14,42,31,1384.641
txact,14,42,32,1348.587
txact,14,42,33,1318.587
txact,14,42,34,1327.648
txact,14,42,35,1364.554
txact,14,44,11,1345.997
txact,14,44,12,1311.516
txact,14,44,13,1336.936
txact,14,44,14,1365.660
txact,14,44,15,1326.218
txact,14,44,21,1353.154
txact,14,44,22,1359.800
txact,14,44,23,1356.282
txact,14,44,24,1363.122
txact,14,44,25,1331.677
txact,14,44,31,1383.393
txact,14,44,32,1349.746
txact,14,44,33,1317.132
txact,14,44,34,1336.459
txact,14,44,35,1331.770
txact,14,46,11,1368.844
txact,14,46,12,1352.968
txact,14,46,13,1373.673
txact,14,46,14,1352.651
txact,14,46,15,1329.520
txact,14,46,21,1374.001
txact,14,46,22,1356.937
txact,14,46,23,1347.453
txact,14,46,24,1338.914
txact,14,46,25,1396.280
txact,14,46,31,1365.861
txact,14,46,32,1384.937
txact,14,46,33,1325.016
txact,14,46,34,1351.325
txact,14,46,35,1340.623
txact,14,48,11,1339.968
txact,14,48,12,1359.037
txact,14,48,13,1340.236
txact,14,48,14,1372.095
txact,14,48,15,1359.667
txact,14,48,21,1327.089
txact,14,48,22,1391.460
txact,14,48,23,1386.888
txact,14,48,24,1393.288
txact,14,48,25,1329.060
txact,14,48,31,1330.218
txact,14,48,32,1392.211
txact,14,48,33,1340.968
txact,14,48,34,1378.828
txact,14,48,35,1344.430
txact,14,50,11,1335.636
txact,14,50,12,1335.740
txact,14,50,13,1376.677
txact,14,50,14,1372.961
txact,14,50,15,1365.698
txact,14,50,21,1336.210
txact,14,50,22,1387.730
txact,14,50,23,1384.183
txact,14,50,24,1345.876
txact,14,50,25,1349.014
txact,14,50,31,1332.762
txact,14,50,32,1327.006
txact,14,50,33,1385.489
txact,14,50,34,1311.246
txact,14,50,35,1378.781
txact,14,52,11,1391.363
txact,14,52,12,1304.757
txact,14,52,13,1361.798
txact,14,52,14,1342.961
txact,14,52,15,1372.083
txact,14,52,21,1382.221
txact,14,52,22,1292.052
txact,14,52,23,1347.195
txact,14,52,24,1426.794
txact,14,52,25,1385.497
txact,14,52,31,1354.987
txact,14,52,32,1334.855
txact,14,52,33,1352.614
txact,14,52,34,1367.534
txact,14,52,35,1366.797
txact,14,54,11,1339.773
txact,14,54,12,1326.434
txact,14,54,13,1396.216
txact,14,54,14,1306.178
txact,14,54,15,1318.364
txact,14,54,21,1378.707
txact,14,54,22,1361.517
txact,14,54,23,1370.609
txact,14,54,24,1389.153
txact,14,54,25,1344.088
txact,14,54,31,1357.807
txact,14,54,32,1366.946
txact,14,54,33,1396.874
txact,14,54,34,1349.663
txact,14,54,35,1313.338
txact,14,56,11,1321.446
txact,14,56,12,1353.183
txact,14,56,13,1322.463
txact,14,56,14,1350.544
txact,14,56,15,1363.007
txact,14,56,21,1343.328
txact,14,56,22,1340.764
txact,14,56,23,1405.132
txact,14,56,24,1340.603
txact,14,56,25,1345.386
txact,14,56,31,1314.120
txact,14,56,32,1410.957
txact,14,56,33,1344.950
txact,14,56,34,1358.990
txact,14,56,35,1347.394
txact,14,58,11,1365.079
txact,14,58,12,1342.793
txact,14,58,13,1349.267
txact,14,58,14,1337.001
txact,14,58,15,1352.999
txact,14,58,21,1351.999
txact,14,58,22,1315.616
txact,14,58,23,1384.420
txact,14,58,24,1344.206
txact,14,58,25,1420.923
txact,14,58,31,1329.829
txact,14,58,32,1352.786
txact,14,58,33,1352.123
txact,14,58,34,1350.188
txact,14,58,35,1321.616
txact,14,6,11,1204.894
txact,14,6,12,1179.569
txact,14,6,13,1270.186
txact,14,6,14,1194.047
txact,14,6,15,1192.830
txact,14,6,21,1196.308
txact,14,6,22,1174.842
txact,14,6,23,1275.675
txact,14,6,24,1180.700
txact,14,6,25,1199.684
txact,14,6,31,1256.166
txact,14,6,32,1229.151
txact,14,6,33,1246.441
txact,14,6,34,1216.456
txact,14,6,35,1175.939
txact,14,60,11,1376.425
txact,14,60,12,1337.176
txact,14,60,13,1335.708
txact,14,60,14,1338.866
txact,14,60,15,1303.869
txact,14,60,21,1336.412
txact,14,60,22,1364.549
txact,14,60,23,1405.084
txact,14,60,24,1320.553
txact,14,60,25,1347.821
txact,14,60,31,1333.318
txact,14,60,32,1357.590
txact,14,60,33,1306.432
txact,14,60,34,1311.396
txact,14,60,35,1308.382
txact,14,62,11,1361.169
txact,14,62,12,1325.999
txact,14,62,13,1324.333
txact,14,62,14,1322.222
txact,14,62,15,1305.881
txact,14,62,21,1312.469
txact,14,62,22,1378.343
txact,14,62,23,1335.084
txact,14,62,24,1366.456
txact,14,62,25,1363.427
txact,14,62,31,1393.341
txact,14,62,32,1349.509
txact,14,62,33,1354.434
txact,14,62,34,1352.400
txact,14,62,35,1352.566
txact,14,64,11,1340.272
txact,14,64,12,1325.405
txact,14,64,13,1361.245
txact,14,64,14,1374.669
txact,14,64,15,1312.001
txact,14,64,21,1394.735
txact,14,64,22,1339.162
txact,14,64,23,1347.941
txact,14,64,24,1370.608
txact,14,64,25,1369.761
txact,14,64,31,1367.042
txact,14,64,32,1346.242
txact,14,64,33,1351.988
txact,14,64,34,1344.884
txact,14,64,35,1363.165
txact,14,8,11,1321.565
txact,14,8,12,1272.832
txact,14,8,13,1239.669
txact,14,8,14,1247.293
txact,14,8,15,1250.615
txact,14,8,21,1299.390
txact,14,8,22,1374.929
txact,14,8,23,1358.152
txact,14,8,24,1298.154
txact,14,8,25,1186.627
txact,14,8,31,1200.540
txact,14,8,32,1264.950
txact,14,8,33,1246.801
txact,14,8,34,1330.833
txact,14,8,35,1278.652
txact,16,1,11,858.380
txact,16,1,12,881.232
txact,16,1,13,853.826
txact,16,1,14,799.383
txact,16,1,15,903.305
txact,16,1,21,967.143
txact,16,1,22,921.515
txact,16,1,23,699.427
txact,16,1,24,984.298
txact,16,1,25,861.673
txact,16,1,31,950.472
txact,16,1,32,1019.632
txact,16,1,33,931.923
txact,16,1,34,805.750
txact,16,1,35,795.799
txact,16,10,11,1049.188
txact,16,10,12,1144.485
txact,16,10,13,1123.829
txact,16,10,14,1228.827
txact,16,10,15,1149.161
txact,16,10,21,1162.631
txact,16,10,22,1126.233
txact,16,10,23,1123.258
txact,16,10,24,1159.117
txact,16,10,25,1112.870
txact,16,10,31,1177.184
txact,16,10,32,1201.916
txact,16,10,33,1034.158
txact,16,10,34,1132.163
txact,16,10,35,1114.535
txact,16,12,11,1115.212
txact,16,12,12,1158.592
txact,16,12,13,1155.019
txact,16,12,14,1097.338
txact,16,12,15,1206.775
txact,16,12,21,1219.519
txact,16,12,22,1185.734
txact,16,12,23,1140.910
txact,16,12,24,1162.424
txact,16,12,25,1165.092
txact,16,12,31,1150.957
txact,16,12,32,1176.935
txact,16,12,33,1160.015
txact,16,12,34,1187.890
txact,16,12,35,1068.224
txact,16,14,11,1179.717
txact,16,14,12,1163.699
txact,16,14,13,1254.422
txact,16,14,14,1226.126
txact,16,14,15,1190.542
txact,16,14,21,1169.789
txact,16,14,22,1152.081
txact,16,14,23,1149.915
txact,16,14,24,1201.741
txact,16,14,25,1169.015
txact,16,14,31,1157.329
txact,16,14,32,1150.564
txact,16,14,33,1149.602
txact,16,14,34,1147.614
txact,16,14,35,1196.627
txact,16,16,11,1164.524
txact,16,16,12,1199.764
txact,16,16,13,1146.180
txact,16,16,14,1143.526
txact,16,16,15,1195.477
txact,16,16,21,1161.665
txact,16,16,22,1160.489
txact,16,16,23,1229.676
txact,16,16,24,1138.094
txact,16,16,25,1175.997
txact,16,16,31,1150.598
txact,16,16,32,1184.337
txact,16,16,33,1195.574
txact,16,16,34,1167.482
txact,16,16,35,1125.315
txact,16,18,11,1182.933
txact,16,18,12,1211.847
txact,16,18,13,1077.643
txact,16,18,14,1120.505
txact,16,18,15,1098.198
txact,16,18,21,1158.378
txact,16,18,22,1104.343
txact,16,18,23,1186.821
txact,16,18,24,1206.274
txact,16,18,25,1222.394
txact,16,18,31,1202.442
txact,16,18,32,1115.181
txact,16,18,33,1183.018
txact,16,18,34,1174.038
txact,16,18,35,1165.119
txact,16,2,11,869.640
txact,16,2,12,762.895
txact,16,2,13,756.275
txact,16,2,14,859.081
txact,16,2,15,805.138
txact,16,2,21,794.015
txact,16,2,22,815.203
txact,16,2,23,783.891
txact,16,2,24,757.938
txact,16,2,25,772.520
txact,16,2,31,772.717
txact,16,2,32,801.239
txact,16,2,33,733.112
txact,16,2,34,800.495
txact,16,2,35,802.329
txact,16,20,11,1231.215
txact,16,20,12,1096.985
txact,16,20,13,1134.101
txact,16,20,14,1141.709
txact,16,20,15,1153.026
txact,16,20,21,1143.195
txact,16,20,22,1088.500
txact,16,20,23,1153.778
txact,16,20,24,1167.649
txact,16,20,25,1142.140
txact,16,20,31,1186.284
txact,16,20,32,1162.978
txact,16,20,33,1258.879
txact,16,20,34,1225.061
txact,16,20,35,1187.216
txact,16,22,11,1175.692
txact,16,22,12,1136.872
txact,16,22,13,1281.751
txact,16,22,14,1250.343
txact,16,22,15,1142.871
txact,16,22,21,1160.643
txact,16,22,22,1125.920
txact,16,22,23,1092.090
txact,16,22,24,1156.161
txact,16,22,25,1186.957
txact,16,22,31,1116.586
txact,16,22,32,1240.714
txact,16,22,33,1160.216
txact,16,22,34,1218.527
txact,16,22,35,1219.671
txact,16,24,11,1214.153
txact,16,24,12,1152.507
txact,16,24,13,1163.897
txact,16,24,14,1168.137
txact,16,24,15,1146.199
txact,16,24,21,1210.329
txact,16,24,22,1090.554
txact,16,24,23,1100.137
txact,16,24,24,1195.015
txact,16,24,25,1182.700
txact,16,24,31,1175.193
txact,16,24,32,1158.982
txact,16,24,33,1184.713
txact,16,24,34,1143.306
txact,16,24,35,1103.609
txact,16,26,11,1188.977
txact,16,26,12,1193.903
txact,16,26,13,1202.238
txact,16,26,14,1158.864
txact,16,26,15,1150.450
txact,16,26,21,1170.436
txact,16,26,22,1153.384
txact,16,26,23,1141.684
txact,16,26,24,1189.427
txact,16,26,25,1215.891
txact,16,26,31,1174.202
txact,16,26,32,1165.018
txact,16,26,33,1149.570
txact,16,26,34,1141.905
txact,16,26,35,1134.103
txact,16,28,11,1157.376
txact,16,28,12,1161.560
txact,16,28,13,1193.445
txact,16,28,14,1190.254
txact,16,28,15,1128.860
txact,16,28,21,1149.516
txact,16,28,22,1132.017
txact,16,28,23,1197.251
txact,16,28,24,1157.792
txact,16,28,25,1207.690
txact,16,28,31,1150.820
txact,16,28,32,1120.121
txact,16,28,33,1127.192
txact,16,28,34,1141.366
txact,16,28,35,1171.606
txact,16,30,11,1110.206
txact,16,30,12,1128.516
txact,16,30,13,1140.062
txact,16,30,14,1142.254
txact,16,30,15,1163.743
txact,16,30,21,1164.372
txact,16,30,22,1149.143
txact,16,30,23,1221.404
txact,16,30,24,1156.480
txact,16,30,25,1216.955
txact,16,30,31,1144.438
txact,16,30,32,1153.358
txact,16,30,33,1138.117
txact,16,30,34,1163.563
txact,16,30,35,1144.566
txact,16,32,11,1224.756
txact,16,32,12,1178.239
txact,16,32,13,1150.911
txact,16,32,14,1131.663
txact,16,32,15,1186.331
txact,16,32,21,1209.917
txact,16,32,22,1156.408
txact,16,32,23,1140.349
txact,16,32,24,1168.899
txact,16,32,25,1216.620
txact,16,32,31,1125.652
txact,16,32,32,1121.574
txact,16,32,33,1255.108
txact,16,32,34,1276.016
txact,16,32,35,1174.720
txact,16,34,11,1194.476
txact,16,34,12,1131.387
txact,16,34,13,1164.357
txact,16,34,14,1140.270
txact,16,34,15,1232.777
txact,16,34,21,1195.598
txact,16,34,22,1169.462
txact,16,34,23,1155.914
txact,16,34,24,1157.155
txact,16,34,25,1212.751
txact,16,34,31,1117.863
txact,16,34,32,1202.640
txact,16,34,33,1222.871
txact,16,34,34,1190.266
txact,16,34,35,1153.732
txact,16,36,11,1151.200
txact,16,36,12,1164.806
txact,16,36,13,1118.681
txact,16,36,14,1182.523
txact,16,36,15,1131.528
txact,16,36,21,1170.467
txact,16,36,22,1179.596
txact,16,36,23,1192.009
txact,16,36,24,1133.254
txact,16,36,25,1174.338
txact,16,36,31,1113.515
txact,16,36,32,1188.694
txact,16,36,33,1147.294
txact,16,36,34,1194.870
txact,16,36,35,1107.784
txact,16,38,11,1164.379
txact,16,38,12,1138.038
txact,16,38,13,1178.773
txact,16,38,14,1142.777
txact,16,38,15,1171.388
txact,16,38,21,1151.212
txact,16,38,22,1158.744
txact,16,38,23,1142.946
txact,16,38,24,1135.380
txact,16,38,25,1137.735
txact,16,38,31,1161.691
txact,16,38,32,1204.982
txact,16,38,33,1152.411
txact,16,38,34,1138.904
txact,16,38,35,1160.101
txact,16,4,11,980.220
txact,16,4,12,1061.185
txact,16,4,13,1037.388
txact,16,4,14,979.587
txact,16,4,15,961.198
txact,16,4,21,991.045
txact,16,4,22,1032.774
txact,16,4,23,1014.733
txact,16,4,24,904.043
txact,16,4,25,966.367
txact,16,4,31,946.530
txact,16,4,32,1056.808
txact,16,4,33,956.579
txact,16,4,34,933.448
txact,16,4,35,925.710
txact,16,40,11,1130.725
txact,16,40,12,1113.895
txact,16,40,13,1229.396
txact,16,40,14,1180.619
txact,16,40,15,1187.475
txact,16,40,21,1130.488
txact,16,40,22,1139.822
txact,16,40,23,1225.111
txact,16,40,24,1152.809
txact,16,40,25,1154.617
txact,16,40,31,1135.399
txact,16,40,32,1144.902
txact,16,40,33,1211.555
txact,16,40,34,1107.630
txact,16,40,35,1122.791
txact,16,42,11,1128.502
txact,16,42,12,1159.967
txact,16,42,13,1095.877
txact,16,42,14,1151.396
txact,16,42,15,1127.875
txact,16,42,21,1161.756
txact,16,42,22,1148.121
txact,16,42,23,1149.712
txact,16,42,24,1160.982
txact,16,42,25,1137.198
txact,16,42,31,1181.257
txact,16,42,32,1139.679
txact,16,42,33,1103.945
txact,16,42,34,1151.417
txact,16,42,35,1188.539
txact,16,44,11,1133.471
txact,16,44,12,1181.529
txact,16,44,13,1151.113
txact,16,44,14,1176.337
txact,16,44,15,1181.005
txact,16,44,21,1137.524
txact,16,44,22,1110.868
txact,16,44,23,1140.692
txact,16,44,24,1134.823
txact,16,44,25,1119.967
txact,16,44,31,1212.800
txact,16,44,32,1177.779
txact,16,44,33,1194.790
txact,16,44,34,1150.022
txact,16,44,35,1144.593
txact,16,46,11,1148.509
txact,16,46,12,1107.909
txact,16,46,13,1232.193
txact,16,46,14,1150.352
txact,16,46,15,1152.523
txact,16,46,21,1192.177
txact,16,46,22,1183.428
txact,16,46,23,1183.278
txact,16,46,24,1166.154
txact,16,46,25,1155.204
txact,16,46,31,1171.951
txact,16,46,32,1165.339
txact,16,46,33,1163.008
txact,16,46,34,1180.738
txact,16,46,35,1125.237
txact,16,48,11,1205.956
txact,16,48,12,1186.815
txact,16,48,13,1223.382
txact,16,48,14,1105.756
txact,16,48,15,1185.070
txact,16,48,21,1227.643
txact,16,48,22,1189.462
txact,16,48,23,1195.465
txact,16,48,24,1163.510
txact,16,48,25,1165.007
txact,16,48,31,1178.830
txact,16,48,32,1198.614
txact,16,48,33,1197.863
txact,16,48,34,1166.262
txact,16,48,35,1216.348
txact,16,50,11,1143.997
txact,16,50,12,1176.648
txact,16,50,13,1088.309
txact,16,50,14,1212.744
txact,16,50,15,1192.655
txact,16,50,21,1157.700
txact,16,50,22,1197.673
txact,16,50,23,1178.688
txact,16,50,24,1107.555
txact,16,50,25,1132.765
txact,16,50,31,1176.124
txact,16,50,32,1156.223
txact,16,50,33,1194.516
txact,16,50,34,1183.572
txact,16,50,35,1152.211
txact,16,52,11,1118.374
txact,16,52,12,1172.921
txact,16,52,13,1195.086
txact,16,52,14,1243.997
txact,16,52,15,1182.229
txact,16,52,21,1198.555
txact,16,52,22,1146.792
txact,16,52,23,1102.968
txact,16,52,24,1160.181
txact,16,52,25,1188.107
txact,16,52,31,1135.721
txact,16,52,32,1170.314
txact,16,52,33,1200.256
txact,16,52,34,1146.087
txact,16,52,35,1157.681
txact,16,54,11,1170.384
txact,16,54,12,1149.705
txact,16,54,13,1160.001
txact,16,54,14,1189.188
txact,16,54,15,1187.373
txact,16,54,21,1180.032
txact,16,54,22,1201.549
txact,16,54,23,1163.577
txact,16,54,24,1154.049
txact,16,54,25,1175.757
txact,16,54,31,1172.301
txact,16,54,32,1151.291
txact,16,54,33,1174.359
txact,16,54,34,1167.939
txact,16,54,35,1172.211
txact,16,56,11,1155.633
txact,16,56,12,1154.176
txact,16,56,13,1197.918
txact,16,56,14,1155.805
txact,16,56,15,1153.110
txact,16,56,21,1206.881
txact,16,56,22,1158.113
txact,16,56,23,1174.209
txact,16,56,24,1134.554
txact,16,56,25,1174.368
txact,16,56,31,1169.148
txact,16,56,32,1193.258
txact,16,56,33,1215.326
txact,16,56,34,1144.066
txact,16,56,35,1153.766
txact,16,58,11,1200.891
txact,16,58,12,1102.398
txact,16,58,13,1105.596
txact,16,58,14,1117.686
txact,16,58,15,1134.556
txact,16,58,21,1137.617
txact,16,58,22,1116.230
txact,16,58,23,1179.180
txact,16,58,24,1183.211
txact,16,58,25,1228.863
txact,16,58,31,1141.150
txact,16,58,32,1116.703
txact,16,58,33,1200.122
txact,16,58,34,1166.589
txact,16,58,35,1161.560
txact,16,6,11,1048.781
txact,16,6,12,1020.316
txact,16,6,13,1023.736
txact,16,6,14,1017.251
txact,16,6,15,1072.993
txact,16,6,21,1059.322
txact,16,6,22,1083.497
txact,16,6,23,1211.337
txact,16,6,24,1056.173
txact,16,6,25,1029.004
txact,16,6,31,1089.702
txact,16,6,32,1110.134
txact,16,6,33,1093.575
txact,16,6,34,1021.365
txact,16,6,35,975.221
txact,16,60,11,1154.431
txact,16,60,12,1116.611
txact,16,60,13,1130.683
txact,16,60,14,1135.138
txact,16,60,15,1138.202
txact,16,60,21,1173.440
txact,16,60,22,1141.179
txact,16,60,23,1149.205
txact,16,60,24,1135.280
txact,16,60,25,1104.713
txact,16,60,31,1182.015
txact,16,60,32,1227.015
txact,16,60,33,1138.439
txact,16,60,34,1219.080
txact,16,60,35,1177.321
txact,16,62,11,1112.982
txact,16,62,12,1185.186
txact,16,62,13,1157.519
txact,16,62,14,1137.249
txact,16,62,15,1166.320
txact,16,62,21,1171.508
txact,16,62,22,1122.467
txact,16,62,23,1174.343
txact,16,62,24,1124.338
txact,16,62,25,1203.013
txact,16,62,31,1122.357
txact,16,62,32,1211.112
txact,16,62,33,1160.909
txact,16,62,34,1129.079
txact,16,62,35,1154.838
txact,16,64,11,1130.945
txact,16,64,12,1147.790
txact,16,64,13,1182.584
txact,16,64,14,1058.022
txact,16,64,15,1161.851
txact,16,64,21,1202.197
txact,16,64,22,1170.968
txact,16,64,23,1152.505
txact,16,64,24,1142.159
txact,16,64,25,1094.969
txact,16,64,31,1160.717
txact,16,64,32,1123.674
txact,16,64,33,1141.253
txact,16,64,34,1181.605
txact,16,64,35,1185.323
txact,16,8,11,1146.388
txact,16,8,12,1127.009
txact,16,8,13,1215.840
txact,16,8,14,1082.586
txact,16,8,15,1105.047
txact,16,8,21,1127.474
txact,16,8,22,1120.679
txact,16,8,23,1118.778
txact,16,8,24,1102.978
txact,16,8,25,1129.493
txact,16,8,31,1094.731
txact,16,8,32,1177.464
txact,16,8,33,1095.563
txact,16,8,34,1048.527
txact,16,8,35,1060.014
txact,18,1,11,920.461
txact,18,1,12,1016.303
txact,18,1,13,990.170
txact,18,1,14,834.079
txact,18,1,15,835.088
txact,18,1,21,968.500
txact,18,1,22,1061.312
txact,18,1,23,998.788
txact,18,1,24,998.852
txact,18,1,25,927.560
txact,18,1,31,791.964
txact,18,1,32,1032.422
txact,18,1,33,856.051
txact,18,1,34,970.203
txact,18,1,35,985.514
txact,18,10,11,993.421
txact,18,10,12,1015.164
txact,18,10,13,1043.171
txact,18,10,14,1034.076
txact,18,10,15,1061.239
txact,18,10,21,1002.431
txact,18,10,22,1014.382
txact,18,10,23,965.023
txact,18,10,24,1023.530
txact,18,10,25,1017.128
txact,18,10,31,969.723
txact,18,10,32,1007.139
txact,18,10,33,1003.418
txact,18,10,34,1012.360
txact,18,10,35,1052.307
txact,18,12,11,1066.530
txact,18,12,12,1036.746
txact,18,12,13,904.475
txact,18,12,14,982.983
txact,18,12,15,1023.842
txact,18,12,21,1057.823
txact,18,12,22,988.864
txact,18,12,23,1003.491
txact,18,12,24,969.265
txact,18,12,25,1020.951
txact,18,12,31,917.251
txact,18,12,32,995.265
txact,18,12,33,1008.032
txact,18,12,34,969.856
txact,18,12,35,1006.187
txact,18,14,11,1100.149
txact,18,14,12,1042.871
txact,18,14,13,1006.403
txact,18,14,14,1067.828
txact,18,14,15,1066.827
txact,18,14,21,1027.395
txact,18,14,22,1028.879
txact,18,14,23,987.568
txact,18,14,24,1024.419
txact,18,14,25,1043.648
txact,18,14,31,1054.087
txact,18,14,32,1089.877
txact,18,14,33,1020.087
txact,18,14,34,1043.629
txact,18,14,35,1013.451
txact,18,16,11,1015.041
txact,18,16,12,1056.764
txact,18,16,13,1041.302
txact,18,16,14,1005.426
txact,18,16,15,1017.826
txact,18,16,21,1020.196
txact,18,16,22,1088.750
txact,18,16,23,986.925
txact,18,16,24,1049.470
txact,18,16,25,1075.297
txact,18,16,31,1025.079
txact,18,16,32,1041.306
txact,18,16,33,1003.930
txact,18,16,34,1070.402
txact,18,16,35,1035.467
txact,18,18,11,1040.804
txact,18,18,12,978.965
txact,18,18,13,988.851
txact,18,18,14,974.211
txact,18,18,15,1011.075
txact,18,18,21,1100.755
txact,18,18,22,1011.335
txact,18,18,23,1015.117
txact,18,18,24,1037.439
txact,18,18,25,1024.675
txact,18,18,31,982.480
txact,18,18,32,1045.932
txact,18,18,33,925.763
txact,18,18,34,949.267
txact,18,18,35,1055.081
txact,18,2,11,693.170
txact,18,2,12,733.216
txact,18,2,13,742.073
txact,18,2,14,729.264
txact,18,2,15,756.417
txact,18,2,21,746.041
txact,18,2,22,694.890
txact,18,2,23,702.473
txact,18,2,24,756.644
txact,18,2,25,723.978
txact,18,2,31,717.270
txact,18,2,32,733.126
txact,18,2,33,704.016
txact,18,2,34,706.170
txact,18,2,35,763.236
txact,18,20,11,1030.882
txact,18,20,12,1072.258
txact,18,20,13,1004.477
txact,18,20,14,1043.379
txact,18,20,15,1056.518
txact,18,20,21,1002.492
txact,18,20,22,1032.765
txact,18,20,23,1066.434
txact,18,20,24,1000.146
txact,18,20,25,1000.876
txact,18,20,31,1047.092
txact,18,20,32,1023.309
txact,18,20,33,1023.006
txact,18,20,34,1066.509
txact,18,20,35,987.169
txact,18,22,11,1027.805
txact,18,22,12,1024.698
txact,18,22,13,1056.777
txact,18,22,14,1082.931
txact,18,22,15,1070.352
txact,18,22,21,1008.021
txact,18,22,22,1094.865
txact,18,22,23,1059.538
txact,18,22,24,1003.587
txact,18,22,25,1043.307
txact,18,22,31,1066.791
txact,18,22,32,1060.997
txact,18,22,33,1059.704
txact,18,22,34,988.945
txact,18,22,35,1059.126
txact,18,24,11,991.255
txact,18,24,12,1017.759
txact,18,24,13,1002.037
txact,18,24,14,1049.966
txact,18,24,15,1016.501
txact,18,24,21,1043.987
txact,18,24,22,1077.746
txact,18,24,23,973.506
txact,18,24,24,1058.874
txact,18,24,25,987.643
txact,18,24,31,1011.969
txact,18,24,32,1018.104
txact,18,24,33,1057.181
txact,18,24,34,1023.070
txact,18,24,35,1034.059
txact,18,26,11,1040.422
txact,18,26,12,1012.395
txact,18,26,13,1028.852
txact,18,26,14,1020.946
txact,18,26,15,995.975
txact,18,26,21,1044.520
txact,18,26,22,1006.576
txact,18,26,23,1013.011
txact,18,26,24,1029.716
txact,18,26,25,994.961
txact,18,26,31,1015.835
txact,18,26,32,1095.092
txact,18,26,33,1008.260
txact,18,26,34,1057.066
txact,18,26,35,1045.334
txact,18,28,11,1048.557
txact,18,28,12,1066.885
txact,18,28,13,1087.350
txact,18,28,14,1033.801
txact,18,28,15,1008.267
txact,18,28,21,1007.927
txact,18,28,22,1044.688
txact,18,28,23,1086.827
txact,18,28,24,1027.145
txact,18,28,25,977.620
txact,18,28,31,1054.156
txact,18,28,32,1039.219
txact,18,28,33,956.987
txact,18,28,34,959.996
txact,18,28,35,1025.757
txact,18,30,11,1026.233
txact,18,30,12,983.879
txact,18,30,13,1011.931
txact,18,30,14,990.604
txact,18,30,15,1055.312
txact,18,30,21,1041.793
txact,18,30,22,1035.986
txact,18,30,23,1071.969
txact,18,30,24,1024.207
txact,18,30,25,1036.156
txact,18,30,31,1043.492
txact,18,30,32,1028.734
txact,18,30,33,1029.071
txact,18,30,34,1014.664
txact,18,30,35,1074.174
txact,18,32,11,1001.445
txact,18,32,12,1039.600
txact,18,32,13,998.230
txact,18,32,14,1047.310
txact,18,32,15,1021.055
txact,18,32,21,992.686
txact,18,32,22,1033.006
txact,18,32,23,985.351
