version,w,s,i,time (ms)
txact,36,1,22,890.165
txact,36,1,23,804.607
txact,36,1,24,804.682
txact,36,1,25,874.918
txact,36,1,31,763.886
txact,36,1,32,732.679
txact,36,1,33,919.875
txact,36,1,34,981.142
txact,36,1,35,816.278
txact,36,10,11,434.467
txact,36,10,12,435.675
txact,36,10,13,416.163
txact,36,10,14,439.550
txact,36,10,15,431.433
txact,36,10,21,448.335
txact,36,10,22,445.086
txact,36,10,23,427.111
txact,36,10,24,431.148
txact,36,10,25,486.325
txact,36,10,31,451.511
txact,36,10,32,417.800
txact,36,10,33,420.778
txact,36,10,34,419.034
txact,36,10,35,466.163
txact,36,12,11,443.046
txact,36,12,12,427.366
txact,36,12,13,441.612
txact,36,12,14,439.064
txact,36,12,15,453.587
txact,36,12,21,486.265
txact,36,12,22,450.309
txact,36,12,23,435.089
txact,36,12,24,444.910
txact,36,12,25,487.626
txact,36,12,31,458.592
txact,36,12,32,454.595
txact,36,12,33,456.499
txact,36,12,34,417.589
txact,36,12,35,408.188
txact,36,14,11,429.608
txact,36,14,12,458.338
txact,36,14,13,476.562
txact,36,14,14,471.566
txact,36,14,15,438.384
txact,36,14,21,436.844
txact,36,14,22,483.336
txact,36,14,23,424.484
txact,36,14,24,453.517
txact,36,14,25,436.944
txact,36,14,31,436.266
txact,36,14,32,440.460
txact,36,14,33,468.844
txact,36,14,34,438.590
txact,36,14,35,426.934
txact,36,16,11,472.328
txact,36,16,12,486.651
txact,36,16,13,439.662
txact,36,16,14,448.450
txact,36,16,15,457.711
txact,36,16,21,445.710
txact,36,16,22,481.839
txact,36,16,23,428.447
txact,36,16,24,431.845
txact,36,16,25,439.516
txact,36,16,31,427.497
txact,36,16,32,477.417
txact,36,16,33,453.762
txact,36,16,34,460.159
txact,36,16,35,467.431
txact,36,18,11,451.475
txact,36,18,12,444.423
txact,36,18,13,453.217
txact,36,18,14,446.422
txact,36,18,15,455.177
txact,36,18,21,452.212
txact,36,18,22,462.436
txact,36,18,23,453.997
txact,36,18,24,476.233
txact,36,18,25,484.392
txact,36,18,31,449.998
txact,36,18,32,448.548
txact,36,18,33,466.894
txact,36,18,34,472.587
txact,36,18,35,462.864
txact,36,2,11,667.526
txact,36,2,12,683.126
txact,36,2,13,699.365
txact,36,2,14,675.848
txact,36,2,15,671.160
txact,36,2,21,708.921
txact,36,2,22,661.322
txact,36,2,23,700.986
txact,36,2,24,682.590
txact,36,2,25,678.821
txact,36,2,31,687.913
txact,36,2,32,698.464
txact,36,2,33,693.803
txact,36,2,34,677.261
txact,36,2,35,686.299
txact,36,20,11,466.029
txact,36,20,12,449.470
txact,36,20,13,450.482
txact,36,20,14,460.525
txact,36,20,15,506.727
txact,36,20,21,493.802
txact,36,20,22,473.275
txact,36,20,23,465.047
txact,36,20,24,448.152
txact,36,20,25,433.340
txact,36,20,31,481.262
txact,36,20,32,487.760
txact,36,20,33,502.614
txact,36,20,34,453.572
txact,36,20,35,480.902
txact,36,22,11,454.434
txact,36,22,12,429.347
txact,36,22,13,490.779
txact,36,22,14,460.399
txact,36,22,15,474.373
txact,36,22,21,484.298
txact,36,22,22,505.376
txact,36,22,23,486.523
txact,36,22,24,475.594
txact,36,22,25,443.175
txact,36,22,31,474.325
txact,36,22,32,466.827
txact,36,22,33,493.715
txact,36,22,34,474.535
txact,36,22,35,497.295
txact,36,24,11,499.741
txact,36,24,12,517.737
txact,36,24,13,473.642
txact,36,24,14,479.031
txact,36,24,15,455.983
txact,36,24,21,488.755
txact,36,24,22,469.173
txact,36,24,23,466.423
txact,36,24,24,481.868
txact,36,24,25,486.905
txact,36,24,31,491.403
txact,36,24,32,479.681
txact,36,24,33,477.752
txact,36,24,34,454.857
txact,36,24,35,463.085
txact,36,26,11,492.756
txact,36,26,12,489.803
txact,36,26,13,476.548
txact,36,26,14,478.074
txact,36,26,15,480.522
txact,36,26,21,461.689
txact,36,26,22,457.419
txact,36,26,23,501.890
txact,36,26,24,477.856
txact,36,26,25,497.246
txact,36,26,31,485.091
txact,36,26,32,497.631
txact,36,26,33,471.496
txact,36,26,34,467.470
txact,36,26,35,493.047
txact,36,28,11,508.957
txact,36,28,12,463.494
txact,36,28,13,468.534
txact,36,28,14,484.460
txact,36,28,15,450.915
txact,36,28,21,502.052
txact,36,28,22,497.517
txact,36,28,23,511.531
txact,36,28,24,474.962
txact,36,28,25,459.066
txact,36,28,31,487.510
txact,36,28,32,455.973
txact,36,28,33,495.732
txact,36,28,34,486.196
txact,36,28,35,505.455
txact,36,30,11,525.810
txact,36,30,12,519.829
txact,36,30,13,455.667
txact,36,30,14,491.407
txact,36,30,15,493.394
txact,36,30,21,475.529
txact,36,30,22,493.145
txact,36,30,23,484.910
txact,36,30,24,488.321
txact,36,30,25,487.532
txact,36,30,31,486.954
txact,36,30,32,481.500
txact,36,30,33,490.528
txact,36,30,34,488.439
txact,36,30,35,496.036
txact,36,32,11,474.150
txact,36,32,12,475.984
txact,36,32,13,458.356
txact,36,32,14,511.193
txact,36,32,15,517.094
txact,36,32,21,457.092
txact,36,32,22,476.324
txact,36,32,23,485.195
txact,36,32,24,529.731
txact,36,32,25,493.137
txact,36,32,31,455.122
txact,36,32,32,506.702
txact,36,32,33,486.331
txact,36,32,34,511.555
txact,36,32,35,487.427
txact,36,34,11,495.319
txact,36,34,12,490.811
txact,36,34,13,497.777
txact,36,34,14,488.839
txact,36,34,15,520.817
txact,36,34,21,506.083
txact,36,34,22,509.759
txact,36,34,23,466.332
txact,36,34,24,511.035
txact,36,34,25,503.760
txact,36,34,31,512.427
txact,36,34,32,487.029
txact,36,34,33,503.669
txact,36,34,34,485.857
txact,36,34,35,517.100
txact,36,36,11,497.975
txact,36,36,12,502.096
txact,36,36,13,514.801
txact,36,36,14,510.247
txact,36,36,15,519.649
txact,36,36,21,516.293
txact,36,36,22,475.223
txact,36,36,23,499.445
txact,36,36,24,554.994
txact,36,36,25,509.318
txact,36,36,31,513.053
txact,36,36,32,523.901
txact,36,36,33,529.587
txact,36,36,34,509.452
txact,36,36,35,497.990
txact,36,38,11,511.525
txact,36,38,12,511.961
txact,36,38,13,520.232
txact,36,38,14,518.393
txact,36,38,15,488.569
txact,36,38,21,519.398
txact,36,38,22,526.640
txact,36,38,23,527.936
txact,36,38,24,553.607
txact,36,38,25,489.449
txact,36,38,31,513.946
txact,36,38,32,513.113
txact,36,38,33,497.074
txact,36,38,34,493.221
txact,36,38,35,525.221
txact,36,4,11,489.736
txact,36,4,12,475.810
txact,36,4,13,517.356
txact,36,4,14,493.948
txact,36,4,15,469.547
txact,36,4,21,445.359
txact,36,4,22,502.316
txact,36,4,23,520.236
txact,36,4,24,459.099
txact,36,4,25,538.235
txact,36,4,31,521.326
txact,36,4,32,471.775
txact,36,4,33,502.835
txact,36,4,34,482.793
txact,36,4,35,531.512
txact,36,40,11,520.781
txact,36,40,12,508.570
txact,36,40,13,540.969
txact,36,40,14,515.567
txact,36,40,15,507.854
txact,36,40,21,518.410
txact,36,40,22,540.576
txact,36,40,23,555.632
txact,36,40,24,495.166
txact,36,40,25,506.482
txact,36,40,31,532.372
txact,36,40,32,493.559
txact,36,40,33,557.173
txact,36,40,34,516.994
txact,36,40,35,512.765
txact,36,42,11,496.577
txact,36,42,12,535.062
txact,36,42,13,525.338
txact,36,42,14,510.363
txact,36,42,15,532.433
txact,36,42,21,504.252
txact,36,42,22,533.465
txact,36,42,23,505.565
txact,36,42,24,510.383
txact,36,42,25,487.356
txact,36,42,31,491.885
txact,36,42,32,505.709
txact,36,42,33,515.303
txact,36,42,34,530.673
txact,36,42,35,513.370
txact,36,44,11,517.825
txact,36,44,12,524.109
txact,36,44,13,531.902
txact,36,44,14,525.142
txact,36,44,15,520.854
txact,36,44,21,509.646
txact,36,44,22,514.305
txact,36,44,23,514.994
txact,36,44,24,505.586
txact,36,44,25,514.092
txact,36,44,31,501.809
txact,36,44,32,527.421
txact,36,44,33,552.099
txact,36,44,34,514.917
txact,36,44,35,542.075
txact,36,46,11,561.896
txact,36,46,12,520.100
txact,36,46,13,536.986
txact,36,46,14,501.630
txact,36,46,15,591.431
txact,36,46,21,524.135
txact,36,46,22,538.822
txact,36,46,23,512.078
txact,36,46,24,552.842
txact,36,46,25,530.081
txact,36,46,31,520.452
txact,36,46,32,526.585
txact,36,46,33,555.082
txact,36,46,34,534.096
txact,36,46,35,507.099
txact,36,48,11,574.539
txact,36,48,12,601.574
txact,36,48,13,542.699
txact,36,48,14,584.210
txact,36,48,15,554.832
txact,36,48,21,532.435
txact,36,48,22,548.573
txact,36,48,23,520.663
txact,36,48,24,546.823
txact,36,48,25,586.327
txact,36,48,31,574.666
txact,36,48,32,523.303
txact,36,48,33,548.113
txact,36,48,34,572.232
txact,36,48,35,571.153
txact,36,50,11,553.493
txact,36,50,12,550.672
txact,36,50,13,553.809
txact,36,50,14,544.486
txact,36,50,15,578.002
txact,36,50,21,539.350
txact,36,50,22,570.561
txact,36,50,23,533.656
txact,36,50,24,548.093
txact,36,50,25,555.628
txact,36,50,31,505.366
txact,36,50,32,568.745
txact,36,50,33,618.573
txact,36,50,34,534.043
txact,36,50,35,615.099
txact,36,52,11,609.127
txact,36,52,12,521.535
txact,36,52,13,540.052
txact,36,52,14,505.160
txact,36,52,15,548.751
txact,36,52,21,528.733
txact,36,52,22,540.344
txact,36,52,23,521.912
txact,36,52,24,517.545
txact,36,52,25,518.614
txact,36,52,31,533.740
txact,36,52,32,544.451
txact,36,52,33,527.905
txact,36,52,34,578.744
txact,36,52,35,536.903
txact,36,54,11,518.280
txact,36,54,12,521.575
txact,36,54,13,522.797
txact,36,54,14,504.921
txact,36,54,15,517.342
txact,36,54,21,505.817
txact,36,54,22,535.572
txact,36,54,23,549.004
txact,36,54,24,533.684
txact,36,54,25,554.541
txact,36,54,31,532.551
txact,36,54,32,551.286
txact,36,54,33,510.600
txact,36,54,34,540.874
txact,36,54,35,528.429
txact,36,56,11,532.083
txact,36,56,12,539.386
txact,36,56,13,502.525
txact,36,56,14,524.764
txact,36,56,15,540.354
txact,36,56,21,565.604
txact,36,56,22,577.089
txact,36,56,23,524.411
txact,36,56,24,546.716
txact,36,56,25,519.613
txact,36,56,31,536.851
txact,36,56,32,509.161
txact,36,56,33,553.002
txact,36,56,34,575.351
txact,36,56,35,542.638
txact,36,58,11,529.641
txact,36,58,12,547.834
txact,36,58,13,562.087
txact,36,58,14,546.587
txact,36,58,15,540.406
txact,36,58,21,562.441
txact,36,58,22,535.296
txact,36,58,23,540.989
txact,36,58,24,525.013
txact,36,58,25,553.068
txact,36,58,31,564.711
txact,36,58,32,551.188
txact,36,58,33,527.675
txact,36,58,34,560.390
txact,36,58,35,502.071
txact,36,6,11,450.465
txact,36,6,12,463.147
txact,36,6,13,417.024
txact,36,6,14,401.959
txact,36,6,15,429.964
txact,36,6,21,421.725
txact,36,6,22,456.564
txact,36,6,23,478.352
txact,36,6,24,420.833
txact,36,6,25,394.930
txact,36,6,31,466.419
txact,36,6,32,493.047
txact,36,6,33,425.882
txact,36,6,34,432.522
txact,36,6,35,434.054
txact,36,60,11,544.532
txact,36,60,12,546.888
txact,36,60,13,551.420
txact,36,60,14,540.907
txact,36,60,15,511.943
txact,36,60,21,537.878
txact,36,60,22,549.975
txact,36,60,23,543.326
txact,36,60,24,547.128
txact,36,60,25,550.561
txact,36,60,31,546.878
txact,36,60,32,556.070
txact,36,60,33,513.209
txact,36,60,34,572.645
txact,36,60,35,544.913
txact,36,62,11,529.124
txact,36,62,12,515.471
txact,36,62,13,509.433
txact,36,62,14,557.775
txact,36,62,15,541.486
txact,36,62,21,538.652
txact,36,62,22,536.774
txact,36,62,23,549.983
txact,36,62,24,554.111
txact,36,62,25,514.380
txact,36,62,31,525.439
txact,36,62,32,562.351
txact,36,62,33,521.237
txact,36,62,34,526.702
txact,36,62,35,545.532
txact,36,64,11,506.312
txact,36,64,12,563.144
txact,36,64,13,542.103
txact,36,64,14,566.975
txact,36,64,15,530.606
txact,36,64,21,538.362
txact,36,64,22,543.537
txact,36,64,23,538.159
txact,36,64,24,530.450
txact,36,64,25,525.953
txact,36,64,31,574.455
txact,36,64,32,532.180
txact,36,64,33,520.950
txact,36,64,34,527.122
txact,36,64,35,557.697
txact,36,8,11,489.931
txact,36,8,12,439.963
txact,36,8,13,428.235
txact,36,8,14,414.012
txact,36,8,15,394.973
txact,36,8,21,487.693
txact,36,8,22,414.122
txact,36,8,23,441.118
txact,36,8,24,476.915
txact,36,8,25,418.546
txact,36,8,31,464.739
txact,36,8,32,447.863
txact,36,8,33,450.797
txact,36,8,34,391.968
txact,36,8,35,400.634
txact,38,1,11,681.452
txact,38,1,12,770.931
txact,38,1,13,700.812
txact,38,1,14,801.449
txact,38,1,15,798.677
txact,38,1,21,712.079
txact,38,1,22,731.469
txact,38,1,23,767.167
txact,38,1,24,752.230
txact,38,1,25,897.377
txact,38,1,31,895.336
txact,38,1,32,744.089
txact,38,1,33,764.532
txact,38,1,34,784.414
txact,38,1,35,789.565
txact,38,10,11,453.794
txact,38,10,12,409.781
txact,38,10,13,405.355
txact,38,10,14,424.353
txact,38,10,15,419.486
txact,38,10,21,428.739
txact,38,10,22,441.005
txact,38,10,23,420.284
txact,38,10,24,392.516
txact,38,10,25,431.429
txact,38,10,31,434.607
txact,38,10,32,410.596
txact,38,10,33,432.339
txact,38,10,34,380.735
txact,38,10,35,441.812
txact,38,12,11,428.882
txact,38,12,12,412.782
txact,38,12,13,423.516
txact,38,12,14,462.865
txact,38,12,15,472.353
txact,38,12,21,413.657
txact,38,12,22,436.323
txact,38,12,23,412.780
txact,38,12,24,452.022
txact,38,12,25,464.730
txact,38,12,31,453.359
txact,38,12,32,494.752
txact,38,12,33,437.023
txact,38,12,34,434.216
txact,38,12,35,434.000
txact,38,14,11,422.542
txact,38,14,12,386.558
txact,38,14,13,471.231
txact,38,14,14,442.513
txact,38,14,15,453.102
txact,38,14,21,443.658
txact,38,14,22,414.194
txact,38,14,23,466.277
txact,38,14,24,418.109
txact,38,14,25,442.896
txact,38,14,31,464.990
txact,38,14,32,432.014
txact,38,14,33,423.081
txact,38,14,34,424.968
txact,38,14,35,447.231
txact,38,16,11,446.834
txact,38,16,12,470.191
txact,38,16,13,445.197
txact,38,16,14,458.452
txact,38,16,15,488.347
txact,38,16,21,460.681
txact,38,16,22,463.091
txact,38,16,23,441.222
txact,38,16,24,450.768
txact,38,16,25,421.342
txact,38,16,31,445.688
txact,38,16,32,432.028
txact,38,16,33,411.864
txact,38,16,34,440.340
txact,38,16,35,451.043
txact,38,18,11,459.529
txact,38,18,12,489.184
txact,38,18,13,496.300
txact,38,18,14,440.831
txact,38,18,15,447.287
txact,38,18,21,429.067
txact,38,18,22,457.511
txact,38,18,23,441.615
txact,38,18,24,465.087
txact,38,18,25,449.885
txact,38,18,31,463.764
txact,38,18,32,446.150
txact,38,18,33,427.990
txact,38,18,34,454.416
txact,38,18,35,428.605
txact,38,2,11,685.822
txact,38,2,12,722.121
txact,38,2,13,638.949
txact,38,2,14,709.879
txact,38,2,15,678.956
txact,38,2,21,689.077
txact,38,2,22,674.119
txact,38,2,23,630.861
txact,38,2,24,693.541
txact,38,2,25,707.291
txact,38,2,31,684.033
txact,38,2,32,716.886
txact,38,2,33,646.114
txact,38,2,34,687.855
txact,38,2,35,607.452
txact,38,20,11,451.918
txact,38,20,12,432.575
txact,38,20,13,481.900
txact,38,20,14,448.430
txact,38,20,15,447.950
txact,38,20,21,457.699
txact,38,20,22,513.766
txact,38,20,23,424.981
txact,38,20,24,469.688
txact,38,20,25,457.299
txact,38,20,31,461.920
txact,38,20,32,472.955
txact,38,20,33,455.463
txact,38,20,34,474.356
txact,38,20,35,437.844
txact,38,22,11,465.817
txact,38,22,12,464.520
txact,38,22,13,480.479
txact,38,22,14,474.685
txact,38,22,15,448.697
txact,38,22,21,488.100
txact,38,22,22,491.824
txact,38,22,23,478.122
txact,38,22,24,484.559
txact,38,22,25,500.968
txact,38,22,31,569.389
txact,38,22,32,466.140
txact,38,22,33,487.458
txact,38,22,34,478.526
txact,38,22,35,473.823
txact,38,24,11,479.896
txact,38,24,12,476.386
txact,38,24,13,450.107
txact,38,24,14,498.709
txact,38,24,15,460.356
txact,38,24,21,465.937
txact,38,24,22,478.098
txact,38,24,23,524.931
txact,38,24,24,480.154
txact,38,24,25,487.551
txact,38,24,31,498.235
txact,38,24,32,486.540
txact,38,24,33,457.391
txact,38,24,34,457.880
txact,38,24,35,463.279
txact,38,26,11,443.760
txact,38,26,12,474.700
txact,38,26,13,490.537
txact,38,26,14,487.571
txact,38,26,15,467.522
txact,38,26,21,493.447
txact,38,26,22,488.688
txact,38,26,23,487.084
txact,38,26,24,466.779
txact,38,26,25,467.907
txact,38,26,31,468.730
txact,38,26,32,482.396
txact,38,26,33,496.098
txact,38,26,34,482.791
txact,38,26,35,472.474
txact,38,28,11,502.941
txact,38,28,12,498.540
txact,38,28,13,460.482
txact,38,28,14,482.060
txact,38,28,15,479.469
txact,38,28,21,462.757
txact,38,28,22,514.367
txact,38,28,23,490.766
txact,38,28,24,468.151
txact,38,28,25,483.593
txact,38,28,31,498.449
txact,38,28,32,456.451
txact,38,28,33,487.418
txact,38,28,34,493.574
txact,38,28,35,497.158
txact,38,30,11,483.981
txact,38,30,12,458.803
txact,38,30,13,479.030
txact,38,30,14,476.825
txact,38,30,15,485.442
txact,38,30,21,455.683
txact,38,30,22,458.405
txact,38,30,23,478.076
txact,38,30,24,468.792
txact,38,30,25,514.349
txact,38,30,31,495.089
txact,38,30,32,486.857
txact,38,30,33,495.020
txact,38,30,34,510.981
txact,38,30,35,496.651
txact,38,32,11,512.651
txact,38,32,12,495.595
txact,38,32,13,485.803
txact,38,32,14,517.491
txact,38,32,15,477.754
txact,38,32,21,498.401
txact,38,32,22,505.710
txact,38,32,23,506.495
txact,38,32,24,499.903
txact,38,32,25,488.541
txact,38,32,31,491.057
txact,38,32,32,494.136
txact,38,32,33,501.384
txact,38,32,34,506.301
txact,38,32,35,473.893
txact,38,34,11,520.049
txact,38,34,12,481.690
txact,38,34,13,520.748
txact,38,34,14,484.825
txact,38,34,15,512.629
txact,38,34,21,488.305
txact,38,34,22,525.234
txact,38,34,23,482.856
txact,38,34,24,463.572
txact,38,34,25,486.254
txact,38,34,31,503.823
txact,38,34,32,473.198
txact,38,34,33,482.142
txact,38,34,34,495.290
txact,38,34,35,452.926
txact,38,36,11,521.046
txact,38,36,12,528.355
txact,38,36,13,496.937
txact,38,36,14,480.901
txact,38,36,15,502.058
txact,38,36,21,514.852
txact,38,36,22,508.101
txact,38,36,23,524.394
txact,38,36,24,494.916
txact,38,36,25,498.524
txact,38,36,31,492.649
txact,38,36,32,526.014
txact,38,36,33,505.090
txact,38,36,34,490.902
txact,38,36,35,503.603
txact,38,38,11,494.347
txact,38,38,12,515.792
txact,38,38,13,507.720
txact,38,38,14,506.693
txact,38,38,15,525.284
txact,38,38,21,494.624
txact,38,38,22,511.353
txact,38,38,23,512.097
txact,38,38,24,505.847
txact,38,38,25,504.114
txact,38,38,31,526.779
txact,38,38,32,515.992
txact,38,38,33,561.855
txact,38,38,34,496.567
txact,38,38,35,499.884
txact,38,4,11,535.566
txact,38,4,12,528.361
txact,38,4,13,548.484
txact,38,4,14,536.480
txact,38,4,15,523.387
txact,38,4,21,513.745
txact,38,4,22,509.242
txact,38,4,23,468.803
txact,38,4,24,479.735
txact,38,4,25,539.483
txact,38,4,31,461.864
txact,38,4,32,488.072
txact,38,4,33,499.845
txact,38,4,34,493.158
txact,38,4,35,521.509
txact,38,40,11,500.365
txact,38,40,12,511.782
txact,38,40,13,515.483
txact,38,40,14,517.188
txact,38,40,15,507.281
txact,38,40,21,493.228
txact,38,40,22,544.616
txact,38,40,23,501.636
txact,38,40,24,521.440
txact,38,40,25,503.639
txact,38,40,31,496.985
txact,38,40,32,500.847
txact,38,40,33,480.938
txact,38,40,34,524.843
txact,38,40,35,525.416
txact,38,42,11,511.641
txact,38,42,12,493.065
txact,38,42,13,540.463
txact,38,42,14,501.655
txact,38,42,15,495.541
txact,38,42,21,526.240
txact,38,42,22,505.982
txact,38,42,23,504.204
txact,38,42,24,490.914
txact,38,42,25,508.190
txact,38,42,31,519.367
txact,38,42,32,543.176
txact,38,42,33,502.299
txact,38,42,34,496.013
txact,38,42,35,539.258
txact,38,44,11,522.389
txact,38,44,12,517.991
txact,38,44,13,515.873
txact,38,44,14,501.871
txact,38,44,15,530.352
txact,38,44,21,493.969
txact,38,44,22,488.497
txact,38,44,23,509.693
txact,38,44,24,526.785
txact,38,44,25,510.534
txact,38,44,31,505.199
txact,38,44,32,508.441
txact,38,44,33,516.527
txact,38,44,34,507.878
txact,38,44,35,537.502
txact,38,46,11,563.498
txact,38,46,12,496.530
txact,38,46,13,523.535
txact,38,46,14,556.954
txact,38,46,15,581.900
txact,38,46,21,531.771
txact,38,46,22,552.068
txact,38,46,23,507.021
txact,38,46,24,543.571
txact,38,46,25,550.885
txact,38,46,31,513.643
txact,38,46,32,526.691
txact,38,46,33,538.775
txact,38,46,34,526.641
txact,38,46,35,531.392
txact,38,48,11,534.508
txact,38,48,12,589.902
txact,38,48,13,520.301
txact,38,48,14,550.938
txact,38,48,15,545.386
txact,38,48,21,497.688
txact,38,48,22,511.446
txact,38,48,23,507.010
txact,38,48,24,545.585
txact,38,48,25,514.276
txact,38,48,31,553.483
txact,38,48,32,544.626
txact,38,48,33,522.198
txact,38,48,34,531.647
txact,38,48,35,521.192
txact,38,50,11,539.697
txact,38,50,12,547.400
txact,38,50,13,539.166
txact,38,50,14,578.450
txact,38,50,15,541.507
txact,38,50,21,549.252
txact,38,50,22,518.478
txact,38,50,23,514.159
txact,38,50,24,539.892
txact,38,50,25,572.182
txact,38,50,31,474.251
txact,38,50,32,552.359
txact,38,50,33,511.629
txact,38,50,34,566.994
txact,38,50,35,514.500
txact,38,52,11,511.991
txact,38,52,12,572.832
txact,38,52,13,561.250
txact,38,52,14,559.902
txact,38,52,15,544.316
txact,38,52,21,495.685
txact,38,52,22,491.781
txact,38,52,23,532.103
txact,38,52,24,524.326
txact,38,52,25,527.730
txact,38,52,31,540.014
txact,38,52,32,549.422
txact,38,52,33,540.859
txact,38,52,34,501.709
txact,38,52,35,520.376
txact,38,54,11,551.048
txact,38,54,12,532.129
txact,38,54,13,508.558
txact,38,54,14,536.537
txact,38,54,15,545.874
txact,38,54,21,509.518
txact,38,54,22,541.748
txact,38,54,23,554.978
txact,38,54,24,510.816
txact,38,54,25,517.853
txact,38,54,31,532.340
txact,38,54,32,532.012
txact,38,54,33,540.056
txact,38,54,34,529.576
txact,38,54,35,517.446
txact,38,56,11,543.371
txact,38,56,12,571.300
txact,38,56,13,549.008
txact,38,56,14,572.131
txact,38,56,15,528.317
txact,38,56,21,513.724
txact,38,56,22,555.607
txact,38,56,23,526.482
txact,38,56,24,515.300
txact,38,56,25,525.973
txact,38,56,31,531.186
txact,38,56,32,534.988
txact,38,56,33,541.118
txact,38,56,34,521.036
txact,38,56,35,533.405
txact,38,58,11,577.056
txact,38,58,12,549.690
txact,38,58,13,529.406
txact,38,58,14,526.766
txact,38,58,15,531.019
txact,38,58,21,503.577
txact,38,58,22,539.024
txact,38,58,23,509.992
txact,38,58,24,526.637
txact,38,58,25,535.582
txact,38,58,31,546.240
txact,38,58,32,531.419
txact,38,58,33,578.361
txact,38,58,34,499.980
txact,38,58,35,517.540
txact,38,6,11,475.901
txact,38,6,12,418.930
txact,38,6,13,411.776
txact,38,6,14,432.600
txact,38,6,15,463.017
txact,38,6,21,417.158
txact,38,6,22,445.864
txact,38,6,23,409.347
txact,38,6,24,439.939
txact,38,6,25,424.893
txact,38,6,31,440.101
txact,38,6,32,405.789
txact,38,6,33,434.835
txact,38,6,34,435.093
txact,38,6,35,414.569
txact,38,60,11,507.011
txact,38,60,12,524.375
txact,38,60,13,531.309
txact,38,60,14,529.932
txact,38,60,15,530.886
txact,38,60,21,530.796
txact,38,60,22,544.638
txact,38,60,23,531.074
txact,38,60,24,546.509
txact,38,60,25,559.190
txact,38,60,31,547.383
txact,38,60,32,552.164
txact,38,60,33,507.843
txact,38,60,34,535.090
txact,38,60,35,571.845
txact,38,62,11,525.365
txact,38,62,12,540.239
txact,38,62,13,553.052
txact,38,62,14,539.031
txact,38,62,15,542.497
txact,38,62,21,533.599
txact,38,62,22,549.236
txact,38,62,23,533.247
txact,38,62,24,553.355
txact,38,62,25,568.190
txact,38,62,31,530.324
txact,38,62,32,569.129
txact,38,62,33,553.940
txact,38,62,34,511.579
txact,38,62,35,551.066
txact,38,64,11,553.384
txact,38,64,12,519.141
txact,38,64,13,537.671
txact,38,64,14,540.377
txact,38,64,15,564.631
txact,38,64,21,539.149
txact,38,64,22,532.784
txact,38,64,23,549.992
txact,38,64,24,538.897
txact,38,64,25,547.252
txact,38,64,31,511.718
txact,38,64,32,533.663
txact,38,64,33,527.373
txact,38,64,34,540.424
txact,38,64,35,542.565
txact,38,8,11,402.725
txact,38,8,12,459.444
txact,38,8,13,428.659
txact,38,8,14,401.792
txact,38,8,15,406.128
txact,38,8,21,415.101
txact,38,8,22,453.078
txact,38,8,23,453.587
txact,38,8,24,400.438
txact,38,8,25,436.944
txact,38,8,31,430.299
txact,38,8,32,407.021
txact,38,8,33,436.714
txact,38,8,34,428.464
txact,38,8,35,409.143
txact,4,1,11,3305.341
txact,4,1,12,3212.669
txact,4,1,13,2684.435
txact,4,1,14,3074.585
txact,4,1,15,2669.734
txact,4,1,21,2861.048
txact,4,1,22,3089.289
txact,4,1,23,2695.647
txact,4,1,24,3646.224
txact,4,1,25,2870.799
txact,4,1,31,2755.134
txact,4,1,32,3026.529
txact,4,1,33,3512.070
txact,4,1,34,2611.179
txact,4,1,35,3567.853
txact,4,10,11,4608.368
txact,4,10,12,4812.255
txact,4,10,13,4574.336
txact,4,10,14,4523.353
txact,4,10,15,4675.999
txact,4,10,21,4709.341
txact,4,10,22,4590.974
txact,4,10,23,4647.746
txact,4,10,24,4534.330
txact,4,10,25,4533.046
txact,4,10,31,4601.007
txact,4,10,32,4484.679
txact,4,10,33,4531.242
txact,4,10,34,4692.359
txact,4,10,35,4599.198
txact,4,12,11,4653.993
txact,4,12,12,4716.488
txact,4,12,13,4651.075
txact,4,12,14,4651.707
txact,4,12,15,4762.757
txact,4,12,21,4620.376
txact,4,12,22,4695.663
txact,4,12,23,4679.779
txact,4,12,24,4738.482
txact,4,12,25,4717.551
txact,4,12,31,4627.224
txact,4,12,32,4663.392
txact,4,12,33,4685.209
txact,4,12,34,4694.890
txact,4,12,35,4738.835
txact,4,14,11,4664.585
txact,4,14,12,4668.426
txact,4,14,13,4732.880
txact,4,14,14,4658.312
txact,4,14,15,4765.142
txact,4,14,21,4724.108
txact,4,14,22,4758.122
txact,4,14,23,4712.259
txact,4,14,24,4780.973
txact,4,14,25,4737.534
txact,4,14,31,4740.421
txact,4,14,32,4724.672
txact,4,14,33,4659.026
txact,4,14,34,4669.319
txact,4,14,35,4706.180
txact,4,16,11,4737.781
txact,4,16,12,4817.969
txact,4,16,13,4782.459
txact,4,16,14,4785.121
txact,4,16,15,4677.061
txact,4,16,21,4795.829
txact,4,16,22,4729.002
txact,4,16,23,4773.793
txact,4,16,24,4687.894
txact,4,16,25,4809.871
txact,4,16,31,4680.030
txact,4,16,32,4763.080
txact,4,16,33,4798.029
txact,4,16,34,4738.672
txact,4,16,35,4727.358
txact,4,18,11,4775.553
txact,4,18,12,4797.761
txact,4,18,13,4739.095
txact,4,18,14,4785.423
txact,4,18,15,4711.651
txact,4,18,21,4703.371
txact,4,18,22,4721.685
txact,4,18,23,4770.508
txact,4,18,24,4765.111
txact,4,18,25,4746.225
